731	-6.9191	107.5640	0	731	731-732
732	-6.9195	107.5660	0	732	732-733
733	-6.9199	107.5680	0	733	733-734
734	-6.9204	107.5698	0	734	734-735
735	-6.9068	107.5943	0	735	735-736
736	-6.9053	107.5932	0	736	736-737
737	-6.9033	107.5929	0	737	737-738
738	-6.9014	107.5931	0	738	738-739
739	-6.8994	107.5933	0	739	739-740
740	-6.8979	107.5924	0	740	740-741
741	-6.8977	107.5910	0	741	741-742
742	-6.8980	107.5906	0	742	742-743
743	-6.8962	107.5905	0	743	743-744
744	-6.8972	107.5922	0	744	744-745
745	-6.8984	107.5938	0	745	745-746
746	-6.8997	107.5953	0	746	746-747
747	-6.9000	107.5972	0	747	747-748
748	-6.8999	107.5974	0	748	748-749
749	-6.8967	107.5972	0	749	749-750
750	-6.8952	107.5983	0	750	750-751
751	-6.8940	107.5987	0	751	751-752
1688	-6.8927	107.5850	0	1688	1688-1689
1689	-6.8925	107.5851	0	1689	1689-1690
1690	-6.8932	107.5862	0	1690	1690-1691
1691	-6.8943	107.5878	0	1691	1691-1692
1692	-6.8954	107.5895	0	1692	1692-1021
