890	-6.9182	107.5811	0	890	890-891
891	-6.9184	107.5831	0	891	891-892
892	-6.9186	107.5850	0	892	892-894
894	-6.9208	107.5861	0	894	894-895
895	-6.9227	107.5858	0	895	895-896
896	-6.9247	107.5856	0	896	896-897
897	-6.9267	107.5856	0	897	897-898
898	-6.9262	107.5873	0	898	898-899
899	-6.9260	107.5893	0	899	899-900
900	-6.9261	107.5913	0	900	900-901
901	-6.9264	107.5933	0	901	901-902
902	-6.9266	107.5953	0	902	902-903
903	-6.9268	107.5973	0	903	903-904
904	-6.9269	107.5981	0	904	904-905
905	-6.9474	107.6125	0	905	905-906
906	-6.9473	107.6143	0	906	906-907
907	-6.9454	107.6145	0	907	907-908
908	-6.9450	107.6161	0	908	908-909
909	-6.9438	107.6168	0	909	909-910
910	-6.9439	107.6188	0	910	910-911
911	-6.9440	107.6207	0	911	911-912
912	-6.9459	107.6211	0	912	912-913
913	-6.9479	107.6213	0	913	913-914
914	-6.9373	107.6922	0	914	914-915
915	-6.9354	107.6927	0	915	915-916
916	-6.9334	107.6929	0	916	916-917
917	-6.9315	107.6934	0	917	917-918
918	-6.9296	107.6940	0	918	918-919
919	-6.9277	107.6947	0	919	919-920
920	-6.9258	107.6954	0	920	920-921
921	-6.9240	107.6962	0	921	921-922
922	-6.9222	107.6971	0	922	922-923
923	-6.9203	107.6978	0	923	923-924
924	-6.9184	107.6985	0	924	924-925
925	-6.9166	107.6991	0	925	925-926
926	-6.9146	107.6993	0	926	926-927
927	-6.9142	107.7009	0	927	927-928
928	-6.9144	107.7029	0	928	928-929
929	-6.9156	107.7041	0	929	929-930
