565	-6.9492	107.5942	0	565	565-566
566	-6.9476	107.5952	0	566	566-567
567	-6.9456	107.5955	0	567	567-568
568	-6.9436	107.5958	0	568	568-569
569	-6.9417	107.5963	0	569	569-570
570	-6.9398	107.5967	0	570	570-571
571	-6.9380	107.5972	0	571	571-572
572	-6.9378	107.5992	0	572	572-573
573	-6.9375	107.6012	0	573	573-574
574	-6.9375	107.6032	0	574	574-575
575	-6.9377	107.6052	0	575	575-576
576	-6.9368	107.6063	0	576	576-577
577	-6.9348	107.6064	0	577	577-578
578	-6.9328	107.6065	0	578	578-579
579	-6.9320	107.6066	0	579	579-580
580	-6.9270	107.5998	0	580	580-581
581	-6.9259	107.6006	0	581	581-582
582	-6.9239	107.6006	0	582	582-583
583	-6.9234	107.5989	0	583	583-584
584	-6.9216	107.5984	0	584	584-585
585	-6.9196	107.5983	0	585	585-586
586	-6.9176	107.5983	0	586	586-588
588	-6.9045	107.5975	0	588	588-589
589	-6.9025	107.5974	0	589	589-590
590	-6.9005	107.5974	0	590	590-591
591	-6.8985	107.5973	0	591	591-592
592	-6.8965	107.5973	0	592	592-593
593	-6.8945	107.5972	0	593	593-594
594	-6.8925	107.5970	0	594	594-595
595	-6.8905	107.5969	0	595	595-596
596	-6.8885	107.5968	0	596	596-597
597	-6.8865	107.5967	0	597	597-598
598	-6.8846	107.5965	0	598	598-599
599	-6.8833	107.5965	0	599	599-600
600	-6.8830	107.5964	0	600	600-601
