996	-6.9492	107.6834	0	996	996-997
997	-6.9472	107.6836	0	997	997-998
998	-6.9460	107.6845	0	998	998-999
999	-6.9447	107.6845	0	999	999-1000
1000	-6.9438	107.6833	0	1000	1000-1001
1001	-6.9436	107.6815	0	1001	1001-1002
1002	-6.9430	107.6797	0	1002	1002-1003
1003	-6.9420	107.6782	0	1003	1003-1004
1004	-6.9410	107.6782	0	1004	1004-1005
1004	-6.9390	107.6773	0	1005	1005-1006
1004	-6.9384	107.6774	0	1006	1006-1007
1004	-6.9044	107.6211	0	1007	1007-1008
1004	-6.9040	107.6228	0	1008	1008-1009
1004	-6.9025	107.6241	0	1009	1009-1010
1004	-6.9010	107.6252	0	1010	1010-1011
