939,81,-6.9367460380172,107.64239555677,28,,41-42
940,81,-6.9363144321136,107.64242870689,29,,41-42
941,81,-6.9357090930403,107.64248331467,30,,41-42
942,81,-6.9353465153922,107.64251464181,31,,41-42
943,81,-6.9351303798623,107.64252317012,32,,41-42
944,81,-6.9347766544888,107.64256637833,33,,41-42
945,81,-6.9344979478337,107.6426060873,34,,41-42
946,81,-6.9341899527038,107.64265652504,35,,41-42
947,81,-6.9339079177153,107.64271266247,36,,41-42
948,81,-6.9336578338192,107.642758071,37,,41-42
949,81,-6.9333671454147,107.6428269488,38,,41-42
950,81,-6.9330644753268,107.64288777989,39,,41-42
951,81,-6.9329011259826,107.64291489418,40,,41-42
952,81,-6.932711150664,107.64294737287,41,,41-42
953,81,-6.9322822070735,107.64304690673,42,,41-42
954,81,-6.9320424405575,107.64307789812,43,,41-42
955,81,-6.9319145694879,107.64312155699,44,,41-42
956,81,-6.931816652692,107.64316119254,45,,41-42
988,83,-6.931816652692,107.64316119254,0,,42-1
989,83,-6.9314578988996,107.64343498958,1,,42-1
990,83,-6.9311157861826,107.64371079787,2,,42-1
991,83,-6.9309304183551,107.64383495554,3,,42-1
992,83,-6.9306898013745,107.6438752941,4,,42-1
993,83,-6.9303649793686,107.64390222158,5,,42-1
994,83,-6.9300401573587,107.64391506747,6,,42-1
995,83,-6.9298715014165,107.64397753905,7,,42-1
996,83,-6.9297587603771,107.6439769787,8,,42-1
997,83,-6.9296797576424,107.64393311261,9,,42-1
998,83,-6.9295428430154,107.64393149132,10,,42-1
999,83,-6.9293736441385,107.64394696909,11,,42-1
1000,83,-6.9292370623187,107.64398725727,12,,42-1
1001,83,-6.9289198947681,107.6441043737,13,,42-1
1002,83,-6.9287491714976,107.64415711703,14,,42-1
1003,83,-6.9285985756492,107.64421232241,15,,42-1
1004,83,-6.9284433202108,107.64423332962,16,,42-1
1005,83,-6.9279038413826,107.64425265001,17,,42-1
1006,83,-6.9274043017689,107.64428806361,18,,42-1
1007,83,-6.9270495430418,107.64439220853,19,,42-1
1008,83,-6.9267001095718,107.64442862758,20,,42-1
1009,83,-6.9261523102035,107.64442615453,21,,42-1
1010,83,-6.9254414244012,107.64440624718,22,,42-1
1011,83,-6.9244157201652,107.64435369195,23,,42-1
1012,83,-6.923161028887,107.64430046643,24,,42-1
1013,83,-6.9225589787115,107.64428927557,25,,42-1
1014,83,-6.9222744501732,107.64429216641,26,,42-1
1015,83,-6.9205890721671,107.64415847346,27,,42-1
1016,83,-6.9192744678641,107.6441823607,28,,42-1
1017,83,-6.9185629132661,107.64409472751,29,,42-1
1018,83,-6.9182394442047,107.64405135091,30,,42-1
1019,83,-6.9178234951818,107.64401421876,31,,42-1
1020,83,-6.9172836843346,107.64396011347,32,,42-1
1021,83,-6.9157160749168,107.6438094487,33,,42-1
1022,83,-6.9150378031341,107.6437848478,34,,42-1
1023,83,-6.9149080474182,107.64384741873,35,,42-1
1024,83,-6.9146970804038,107.64383622897,36,,42-1
1025,83,-6.9141888637321,107.64378570711,37,,42-1
1026,83,-6.9137545370867,107.64374122024,38,,42-1
118,3,-6.9137545370867,107.64374122024,0,,1-2
119,3,-6.9138440787659,107.64241151715,1,,1-2
120,3,-6.9139797124916,107.64109321206,2,,1-2
121,3,-6.9141006990571,107.64031671262,3,,1-2
122,3,-6.9143127137715,107.63865307181,4,,1-2
123,3,-6.9143776987938,107.63846414332,5,,1-2
124,3,-6.9144307014494,107.63802040489,6,,1-2
125,3,-6.914480375514,107.63784354617,7,,1-2
126,3,-6.9145065438451,107.63762905296,8,,1-2
127,3,-6.9145269503969,107.63755868672,9,,1-2
128,3,-6.914545141767,107.63741755634,10,,1-2
129,3,-6.9145540136646,107.6373642683,11,,1-2
151,5,-6.9145540136646,107.6373642683,0,,2-3
152,5,-6.9146262407704,107.6369106395,1,,2-3
153,5,-6.9146863183561,107.63645483144,2,,2-3
154,5,-6.9146710910876,107.63614176725,3,,2-3
155,5,-6.9146545323676,107.6360137755,4,,2-3
156,5,-6.914578977703,107.63570632723,5,,2-3
157,5,-6.9143827694982,107.63513619027,6,,2-3
158,5,-6.9142646949281,107.63485246306,7,,2-3
159,5,-6.9141772413576,107.6347450912,8,,2-3
1072,85,-6.9141772413576,107.6347450912,0,,3-43
1073,85,-6.91384107489,107.63457611188,1,,3-43
1074,85,-6.9135744715215,107.63443127262,2,,3-43
1075,85,-6.913427689903,107.6343588531,3,,3-43
1080,87,-6.913427689903,107.6343588531,0,,43-44
1081,87,-6.9133804268496,107.6344319433,1,,43-44
1082,89,-6.9133804268496,107.6344319433,0,,44-45
1083,89,-6.9131684103779,107.63481650756,1,,44-45
1084,89,-6.9125435896153,107.63597698347,2,,44-45
1085,89,-6.9121277898687,107.63675256023,3,,44-45
1086,89,-6.9119243408467,107.63714156287,4,,44-45
1087,89,-6.9117741459001,107.6374232769,5,,44-45
1088,91,-6.9117741459001,107.6374232769,0,,45-46
1089,91,-6.9113184920564,107.63835702636,1,,45-46
1090,91,-6.9110727747183,107.63879699511,2,,45-46
1091,91,-6.910787344274,107.63939984393,3,,45-46
1092,91,-6.9103164479772,107.64032890468,4,,45-46
1093,91,-6.9100705510685,107.64078187243,5,,45-46
1094,91,-6.909812556082,107.64122715837,6,,45-46
1095,91,-6.9094569112578,107.64186568558,7,,45-46
1096,93,-6.9094569112578,107.64186568558,0,,46-47
1097,93,-6.9094605728201,107.64193559081,1,,46-47
1098,93,-6.9091526948529,107.64248829351,2,,46-47
1099,93,-6.9089995047161,107.6427236994,3,,46-47
1100,93,-6.9088649535702,107.64299397384,4,,46-47
1101,93,-6.908844899778,107.64313013775,5,,46-47
1102,93,-6.9089300238771,107.64326361944,6,,46-47
1103,93,-6.9092425614869,107.643314749,7,,46-47
