729,69,-6.9352959967663,107.71772861481,0,,35-36
730,69,-6.9355358447798,107.71451592269,1,,35-36
731,69,-6.9355571965712,107.71420493456,2,,35-36
732,69,-6.935642449625,107.71335214008,3,,35-36
733,69,-6.9357490521351,107.71240293372,4,,35-36
734,69,-6.9358383424623,107.71130721086,5,,35-36
735,69,-6.9359169796576,107.71008542376,6,,35-36
736,69,-6.9361594422201,107.70666820561,7,,35-36
737,69,-6.9362584475431,107.70476341636,8,,35-36
738,69,-6.9363225904468,107.70353207157,9,,35-36
739,69,-6.9364240047267,107.70176160224,10,,35-36
740,69,-6.9364951303414,107.70072002298,11,,35-36
741,69,-6.9365715792965,107.69989972566,12,,35-36
742,69,-6.9366054249725,107.69941135141,13,,35-36
743,69,-6.936688911734,107.69825387205,14,,35-36
744,69,-6.9367084952915,107.69778572023,15,,35-36
768,71,-6.9367084952915,107.69778572023,0,,36-37
769,71,-6.9367468547352,107.69738908885,1,,36-37
770,71,-6.936777226096,107.69696027089,2,,36-37
771,71,-6.9368075970836,107.69654888724,3,,36-37
772,71,-6.9368459554045,107.69609458818,4,,36-37
773,71,-6.9369048665227,107.6953784386,5,,36-37
774,71,-6.9369710965569,107.69455835294,6,,36-37
775,71,-6.9370454805658,107.69371110991,7,,36-37
776,71,-6.9370614137585,107.69349527579,8,,36-37
777,71,-6.9370240953803,107.69326133677,9,,36-37
778,71,-6.9370493473863,107.69306796616,10,,36-37
779,71,-6.9370745993075,107.69285850227,11,,36-37
790,73,-6.9370745993075,107.69285850227,0,,37-38
791,73,-6.9370962565703,107.69263317785,1,,37-38
792,73,-6.9371232388471,107.69235420923,2,,37-38
793,73,-6.9371189357257,107.69213089641,3,,37-38
794,73,-6.9371793545765,107.6920360038,4,,37-38
795,73,-6.9371798654523,107.69173994549,5,,37-38
796,73,-6.9372784264449,107.69052754893,6,,37-38
797,73,-6.9373450346052,107.68980331408,7,,37-38
798,73,-6.9374715890944,107.68810539817,8,,37-38
799,73,-6.9375648169263,107.68614198193,9,,37-38
800,73,-6.9376154392006,107.68519780468,10,,37-38
801,73,-6.9377069986048,107.68455336416,11,,37-38
802,73,-6.9378092063513,107.68327323972,12,,37-38
803,73,-6.9379696834467,107.68130307574,13,,37-38
804,73,-6.938083557631,107.67969299696,14,,37-38
805,73,-6.938274638263,107.67738822477,15,,37-38
806,73,-6.9384933643605,107.67411341181,16,,37-38
807,73,-6.9386233542105,107.67273349628,17,,37-38
808,73,-6.9386896786919,107.67142931237,18,,37-38
809,73,-6.9387088617557,107.6711527296,19,,37-38
810,73,-6.9387134006347,107.67103707936,20,,37-38
811,73,-6.9387938675683,107.66981470251,21,,37-38
812,73,-6.9388503694669,107.6691019451,22,,37-38
813,73,-6.9390219434021,107.66707293223,23,,37-38
814,73,-6.9392559076986,107.66389198601,24,,37-38
849,75,-6.9392559076986,107.66389198601,0,,38-39
850,75,-6.9393462642215,107.66291292557,1,,38-39
851,75,-6.9395178265862,107.66181450625,2,,38-39
852,75,-6.9395496901503,107.6614064476,3,,38-39
853,75,-6.9397679318877,107.66044451241,4,,38-39
854,75,-6.940003390245,107.65947148429,5,,38-39
855,75,-6.9403581289835,107.6582669446,6,,38-39
856,75,-6.9409465253263,107.65641275173,7,,38-39
857,75,-6.9415362458917,107.65459610519,8,,38-39
858,75,-6.9421179355229,107.65269551332,9,,38-39
859,75,-6.942826746661,107.65051059965,10,,38-39
860,75,-6.9439615473286,107.647006028,11,,38-39
861,75,-6.944042324358,107.64673961721,12,,38-39
862,75,-6.9441790143343,107.64628813382,13,,38-39
863,75,-6.9443405673808,107.64580493245,14,,38-39
864,75,-6.9448180973514,107.64431952029,15,,38-39
865,75,-6.9448664902719,107.64419103934,16,,38-39
866,75,-6.9452610109279,107.64290920784,17,,38-39
867,75,-6.9452960895605,107.64264661531,18,,38-39
868,75,-6.9454840304596,107.64212639869,19,,38-39
869,75,-6.9455548199204,107.64190927148,20,,38-39
901,77,-6.9455521573947,107.64190927148,0,,39-40
902,77,-6.9455774513879,107.64183349907,1,,39-40
905,79,-6.9455774513879,107.64183349907,0,,40-41
906,79,-6.9454769410298,107.64183819294,1,,40-41
907,79,-6.945393737091,107.64184556901,2,,40-41
911,81,-6.945393737091,107.64184556901,0,,41-42
912,81,-6.9452711224618,107.64185342759,1,,41-42
913,81,-6.9451318670389,107.64186530947,2,,41-42
914,81,-6.9447946551043,107.64188164397,3,,41-42
915,81,-6.9445346565348,107.64188993182,4,,41-42
916,81,-6.9442786517225,107.64192269478,5,,41-42
917,81,-6.9440306345084,107.64192058901,6,,41-42
918,81,-6.9437439414473,107.64194336727,7,,41-42
919,81,-6.9434252979535,107.64197150991,8,,41-42
920,81,-6.9431900540198,107.64198219761,9,,41-42
921,81,-6.9428190209623,107.64200394937,10,,41-42
922,81,-6.9424905885609,107.64202838331,11,,41-42
923,81,-6.9420782860299,107.64206220495,12,,41-42
924,81,-6.9417551787573,107.64207993331,13,,41-42
925,81,-6.941498968502,107.64209229718,14,,41-42
926,81,-6.9412054825647,107.64211807208,15,,41-42
927,81,-6.9407668875146,107.64214921132,16,,41-42
928,81,-6.9404920393487,107.64217230383,17,,41-42
929,81,-6.9401266644397,107.64219539636,18,,41-42
930,81,-6.9397320014091,107.64222117106,19,,41-42
931,81,-6.9392627866597,107.64224828681,20,,41-42
932,81,-6.9389147184224,107.6422700381,21,,41-42
933,81,-6.9385523391312,107.64229245975,22,,41-42
934,81,-6.9383871248807,107.64229294172,23,,41-42
935,81,-6.9381034263841,107.64231890465,24,,41-42
936,81,-6.9378455529831,107.6423480317,25,,41-42
937,81,-6.9375495400853,107.64234717252,26,,41-42
938,81,-6.9371829690339,107.64237045316,27,,41-42
